1 30.67 2 2 13 8 2.25 0 0 0 1 1 340 1 0
1 26.25 1 2 9 4 0.125 0 0 0 0 2 100 1 0
1 17.25 3 2 4 4 0.04 0 0 0 1 2 160 41 0
1 25 11 2 8 4 2.5 1 1 17 0 2 200 1209 1
1 17.08 0 2 11 4 0.335 0 1 4 0 2 160 9 0
0 20.33 10 2 8 8 1 1 1 4 0 2 50 1466 1
0 21.75 1 1 5 3 0 0 0 0 0 2 160 1 0
1 33.17 1 2 12 8 6.5 1 0 0 1 2 164 31286 1
0 29.5 0 2 4 4 0.54 1 1 4 0 2 380 501 1
1 54.42 0 1 4 8 3.96 1 0 0 0 2 180 315 1
0 26.58 2 1 1 1 0 0 0 0 1 2 180 61 0
0 33.08 4 2 11 8 1.625 1 1 2 0 2 0 1 1
1 20 7 2 8 4 0.5 0 0 0 0 2 0 1 0
1 43.17 2 2 3 5 0.75 1 0 0 0 2 560 1 0
1 31.57 3 1 3 5 7 0 0 0 0 2 0 2 0
1 56.42 28 1 8 4 28.5 1 1 40 0 2 0 16 1
0 24.33 2 1 3 5 4.5 0 0 0 0 2 200 457 0
1 80.25 5 2 8 4 0.54 1 0 0 0 2 0 341 0
1 29.25 13 2 2 8 0.5 0 0 0 0 2 228 1 0
1 41.5 1 2 3 5 3.5 0 0 0 0 2 216 1 1
1 24.08 9 2 6 4 0.25 0 0 0 1 2 0 1 0
1 37.5 1 1 2 4 1.5 0 0 0 1 2 431 1 1
1 22.67 10 2 11 8 1.335 1 0 0 0 2 100 1 1
0 57.08 0 2 3 5 1 1 0 0 1 2 252 2198 0
1 16.25 0 2 7 4 0.08500 1 0 0 0 1 200 1 0
1 32.83 2 2 13 8 2.75 1 1 6 0 2 160 2073 1
1 65.42 11 2 10 9 20 1 1 7 1 2 22 1 1
0 31.92 3 2 1 1 3.04 0 1 2 1 2 200 5 0
1 39.17 1 2 14 4 0.125 1 1 5 1 2 480 1 1
1 20 11 2 8 4 2 0 0 0 1 2 136 1 0
1 39.33 5 2 13 8 10 1 1 14 1 2 399 1 1
1 25.67 3 2 8 8 2.29 0 1 1 1 2 416 22 0
1 21.83 0 2 2 8 0.665 1 0 0 1 2 0 1 1
1 26.83 0 2 4 1 0 0 0 0 0 2 100 1 0
0 24.5 12 2 8 5 4.75 1 1 2 0 2 73 445 1
1 21 4 1 9 4 2.25 1 1 1 1 2 80 301 1
1 54.58 9 2 1 1 14.415 1 1 11 1 2 30 301 1
1 38.17 10 2 14 4 2.5 1 1 6 0 2 520 197 1
1 21.83 1 2 4 4 0.08500 0 0 0 1 2 356 1 0
1 23.58 0 2 3 8 0.08500 0 0 0 1 2 220 6 0
0 18.83 4 1 8 8 3 1 0 0 0 2 240 1 1
0 23.42 0 1 11 4 1.5 1 1 2 1 2 80 401 1
0 36.75 5 2 10 4 5 1 0 0 1 2 0 4001 1
1 31 2 2 8 4 0.08500 0 0 0 0 2 300 1 0
1 27.25 1 2 13 8 5.085 1 1 9 0 2 399 828 1
0 50.25 0 2 6 4 0.5 0 0 0 1 2 240 118 0
0 36.58 0 2 1 1 0 0 1 10 0 2 200 19 0
1 33.58 2 2 7 4 4.25 1 1 6 0 2 204 1 1
1 50.75 0 2 1 1 0 0 0 0 0 2 145 1 0
0 31.75 3 1 5 3 0 0 0 0 0 2 160 21 0
1 17.08 3 2 3 4 0.335 0 0 0 1 2 140 3 0
0 41.17 6 2 11 4 0.5 1 1 3 1 2 145 1 1
0 28.17 0 2 11 4 0.585 1 1 4 0 2 80 1 1
1 73.42 17 2 1 1 0 1 0 0 1 2 0 1 1
1 22.5 11 1 7 4 1.5 0 0 0 1 2 0 4001 0
0 27.17 1 2 1 1 0 0 1 1 0 2 92 301 0
1 34.42 4 2 3 5 3.25 1 1 2 0 2 274 611 1
0 33.25 3 1 6 4 2 0 0 0 0 2 180 1 0
1 25.25 1 2 6 4 0.5 0 0 0 0 2 200 1 0
0 20.5 11 2 8 8 6 1 0 0 0 2 340 1 1
1 23.17 11 2 14 8 0.46 1 1 1 0 2 100 1 1
1 36.75 0 1 8 4 1.5 0 0 0 1 2 232 114 1
1 36.33 3 2 9 4 1.165 1 0 0 1 2 200 1 0
0 30.58 10 2 11 8 0.08500 0 1 12 1 2 129 4 0
1 27.83 1 2 9 4 3.75 1 1 5 1 2 100 4 1
1 54.83 15 2 10 9 0 1 1 20 0 2 152 131 0
1 24.58 12 2 9 4 0.875 1 0 0 1 2 260 1 0
1 19.67 0 2 11 4 2 1 1 2 1 2 80 1 1
1 40.58 3 2 7 4 3.5 0 0 0 1 1 400 1 0
0 16.33 0 2 6 4 0.125 0 0 0 0 2 200 2 0
0 22.5 11 1 11 4 3 1 0 0 1 2 268 1 0
0 17.58 9 2 6 4 1.375 1 0 0 1 2 0 1 1
0 57.58 2 2 1 1 6.5 0 1 1 0 2 0 11 0
1 59.67 1 2 11 4 0.125 1 0 0 1 2 260 1 1
1 20.17 9 2 8 4 1.665 1 1 3 1 2 40 29 1
1 23.25 1 2 11 4 2.375 1 1 3 1 2 0 583 1
1 16.92 0 1 4 4 0.29 0 0 0 0 1 200 1 0
1 31.57 5 1 6 4 8.5 1 0 0 0 2 0 1 0
1 27.58 2 1 6 4 2 1 1 3 1 2 370 561 1
1 30.17 6 2 13 4 3.125 1 1 8 0 2 330 1201 1
0 21.92 11 2 4 8 0.08500 0 0 0 0 2 320 6 0
1 29.17 3 2 9 4 3.5 1 1 3 1 2 329 1 0
0 45.83 10 2 11 4 5 1 1 7 1 2 0 1 1
0 27.33 1 2 1 1 0 0 0 0 0 2 340 2 0
0 23.58 0 1 1 1 0.125 0 0 0 0 2 120 88 0
1 29.67 1 2 9 8 0.75 1 1 1 0 2 240 101 1
0 35.42 12 2 11 8 14 1 1 8 0 2 0 6591 1
1 37.75 7 2 11 8 11.5 1 1 7 1 2 300 6 0
1 59.5 2 2 9 4 1.75 1 1 5 1 2 60 59 1
0 41.58 1 2 6 4 0.665 0 0 0 0 2 240 238 0
0 24.5 2 1 8 4 0 0 0 0 0 2 120 1 0
1 47.67 0 2 8 5 15 1 1 20 0 2 0 15001 1
0 33.25 2 1 8 4 2.5 0 0 0 1 2 0 3 0
0 45 4 2 4 8 1 0 0 0 1 1 240 1 0
1 21.17 0 1 8 8 0.25 0 0 0 0 2 280 205 0
1 34.17 9 2 8 4 4.5 1 1 12 1 2 0 222 1
0 38.25 6 2 4 4 1 1 0 0 1 2 0 1 1
1 29.83 2 1 14 8 0.04 0 0 0 0 2 128 2 0
1 37.33 2 2 13 4 0.165 0 0 0 1 2 0 502 0
1 20.5 2 2 8 4 2 1 1 11 1 2 200 3001 1
0 20.75 9 2 3 4 0.04 0 0 0 0 2 200 1001 0
0 46.67 0 2 13 8 0.415 1 1 11 1 2 440 7 1
1 39.17 1 2 8 4 1.5 1 1 10 0 2 186 4701 1
1 26.17 0 2 3 5 0 1 0 0 1 2 0 1 1
1 39.42 1 1 7 4 0.165 0 0 0 0 1 400 1 0
1 41.92 0 2 8 8 0.21 1 1 6 0 2 220 949 1
1 21.58 0 1 13 4 0.665 0 0 0 0 2 160 1 0
0 23.25 5 2 11 4 3.17 1 1 10 0 2 120 246 1
1 22.92 3 1 8 4 0.165 0 0 0 0 2 160 1059 0
0 24.5 1 1 1 1 0.5 1 1 3 0 2 180 148 0
1 18.58 10 2 1 1 0.415 0 0 0 0 2 80 1 0
1 16.33 4 2 3 8 0.415 0 0 0 1 2 120 1 0
1 18.67 5 2 11 4 0.375 1 1 2 0 2 0 39 0
1 26.33 13 2 10 2 0 0 0 0 1 2 140 1111 0
1 54.33 6 2 8 8 2.625 1 1 11 1 2 0 285 1
1 33.17 3 1 14 4 3.165 1 1 3 1 2 380 1 1
1 39.5 1 2 8 4 1.5 0 0 0 0 2 0 317 0
0 17.67 0 1 5 1 0 0 0 0 0 2 86 1 0
0 22.5 0 2 3 4 0.335 0 0 0 1 1 144 1 0
1 20 0 2 2 4 0.5 0 0 0 0 2 144 1 0
0 17.92 10 2 1 1 0 0 0 0 0 2 0 51 0
1 23 0 2 7 4 0.5 1 0 0 1 1 320 1 0
0 48.17 1 2 3 7 0.335 0 0 0 0 2 0 121 0
1 20.67 0 2 8 4 0.125 0 0 0 0 2 0 45 0
0 18.83 9 2 6 4 0.08500 1 0 0 0 2 100 1 1
1 41 0 2 10 4 0.04 0 1 1 0 1 560 1 1
